name	userid	followers	followees	bio	time
capitolreefnps	4813894759	50839	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-18 16:04:26.357353
carlsbadcavernsnps	6267424760	44800	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-18 16:04:27.583578
channelislandsnps	3228076453	24903	128	Official Instagram for Channel Islands National Park.	2019-06-18 16:04:29.101921
congareenps	264028197	11281	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-18 16:04:31.048457
craterlakenps	1991254373	13	0		2019-06-18 16:04:32.284586
cuyahogavalleynps	1989853670	52693	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-18 16:04:34.316912
deathvalleynps	2242696112	199348	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-18 16:04:37.301995
denalinps	2129963644	210012	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-18 16:04:38.926678
drytortugasnps	1636957301	51453	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-18 16:04:40.360146
evergladesnps	1130671543	48187	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-18 16:04:42.058168
gatewayarchnps	509351161	2953	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-18 16:04:42.465890
glaciernps	394363369	699991	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-18 16:04:45.092510
glacierbaynps	3440243649	41169	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-18 16:04:45.689663
grandcanyonnps	354926024	548470	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-18 16:04:47.083346
grandtetonnps	1586622205	405670	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-18 16:04:48.558126
greatbasinnps	511065143	1488	0		2019-06-18 16:04:49.631627
greatsanddunesnps	3021402145	15911	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-18 16:04:50.945445
guadalupemountainsnps	1271874892	64912	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-18 16:04:51.454408
haleakalanps	3501917180	23848	317	The official Instagram for Haleakalā National Park.	2019-06-18 16:04:51.876836
hawaiivolcanoesnps	1692328803	147375	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-18 16:04:54.830307
hotspringsnps	3045142398	2712	221	The official Instagram account of Hot Springs National Park.	2019-06-18 16:04:57.361011
indianadunesnps	2111944124	8140	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-18 16:04:59.217051
isleroyalenps	2304944165	27065	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-18 16:05:01.055115
joshuatreenps	1626724300	305846	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-18 16:05:06.365898
katmainps	2211589873	35797	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-18 16:05:09.758760
kenaifjordsnps	2029803905	44770	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-18 16:05:12.821883
kobukvalleynps	5719167751	2160	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-18 16:05:13.458300
lakeclarknps	1676030157	60961	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-18 16:05:15.793704
lassennps	2882029013	18693	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-18 16:05:18.209586
mesaverdenps	5622637824	9045	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-18 16:05:21.443055
mountrainiernps	2283825324	206980	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-18 16:05:22.261862
northcascadesnps	2259211667	2624	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-18 16:05:24.225088
petrifiedforestnps	1990334915	70681	158	Official Instagram account of Petrified Forest National Park.	2019-06-18 16:05:26.853022
pinnaclesnps	2011066695	6812	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-18 16:05:32.157992
redwoodnps	1391125239	166297	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-18 16:05:32.788032
shenandoahnps	2033357393	165939	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-18 16:05:35.658132
theodorerooseveltnps	2246895965	22554	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-18 16:05:36.578575
virginislandsnps	3277023238	17153	298	www.facebook.com/virginislandsnps	2019-06-18 16:05:39.851682
voyageursnps	2028226261	19240	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-18 16:05:41.004421
windcavenps	4160478881	31388	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-18 16:05:41.809313
wrangellstenps	2224972819	13407	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-18 16:05:43.239629
yellowstonenps	1565107527	852609	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-18 16:05:44.056715
yosemitenps	789230703	1485776	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-18 16:05:46.636509
zionnps	366372542	609141	156	The official Instagram account of Zion National Park.	2019-06-18 16:05:51.345157
nationalparkservice	1684126013	1743258	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-18 16:05:52.583498
nationalparksguide	9903633791	12864	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-18 16:05:57.987350
usinterior	174435186	1924356	6523	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-18 16:05:59.232209
nationalparklife	1465851905	20263	503	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-18 16:06:00.252522
acadianps	1760113310	230488	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-18 23:28:36.503236
archesnps	716395539	196471	108	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-18 23:28:37.469617
badlandsnps	1396437996	142321	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-18 23:28:39.312689
bigbendnps	1647920220	148724	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-18 23:28:39.720626
biscaynenps	1974033687	60294	718	The official Instagram account of Biscayne National Park.	2019-06-18 23:28:40.810237
blackcanyonnps	2301465471	23303	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-18 23:28:41.157900
brycecanyonnps	1676679171	45973	409	#BryceCanyonNPS #discoverBryce	2019-06-18 23:28:41.701493
canyonlandsnps	2930922474	78550	96	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-18 23:28:43.102967
capitolreefnps	4813894759	50866	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-18 23:28:46.071481
carlsbadcavernsnps	6267424760	44862	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-18 23:28:46.433467
channelislandsnps	3228076453	24912	128	Official Instagram for Channel Islands National Park.	2019-06-18 23:28:47.401376
congareenps	264028197	11284	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-18 23:28:47.914714
craterlakenps	1991254373	13	0		2019-06-18 23:28:50.127286
cuyahogavalleynps	1989853670	52739	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-18 23:28:51.441396
deathvalleynps	2242696112	199408	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-18 23:28:56.924820
denalinps	2129963644	210117	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-18 23:28:59.586635
drytortugasnps	1636957301	51455	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-18 23:29:03.375742
evergladesnps	1130671543	48204	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-18 23:29:04.501589
gatewayarchnps	509351161	2954	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-18 23:29:05.217712
glaciernps	394363369	700142	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-18 23:29:05.732146
glacierbaynps	3440243649	41218	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-18 23:29:06.455091
grandcanyonnps	354926024	548569	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-18 23:29:06.965332
grandtetonnps	1586622205	405809	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-18 23:29:09.315616
greatbasinnps	511065143	1488	0		2019-06-18 23:29:09.568455
greatsanddunesnps	3021402145	15931	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-18 23:29:10.538780
guadalupemountainsnps	1271874892	64918	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-18 23:29:11.222058
haleakalanps	3501917180	23866	317	The official Instagram for Haleakalā National Park.	2019-06-18 23:29:13.820910
hawaiivolcanoesnps	1692328803	147427	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-18 23:29:14.234430
hotspringsnps	3045142398	2713	221	The official Instagram account of Hot Springs National Park.	2019-06-18 23:29:15.662704
indianadunesnps	2111944124	8153	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-18 23:29:17.716184
isleroyalenps	2304944165	27069	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-18 23:29:19.042338
joshuatreenps	1626724300	305907	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-18 23:29:20.475598
katmainps	2211589873	35799	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-18 23:29:21.500733
kenaifjordsnps	2029803905	44778	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-18 23:29:23.347662
kobukvalleynps	5719167751	2159	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-18 23:29:24.468999
lakeclarknps	1676030157	60973	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-18 23:29:25.902986
lassennps	2882029013	18699	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-18 23:29:27.643850
mesaverdenps	5622637824	9049	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-18 23:29:31.129641
mountrainiernps	2283825324	207003	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-18 23:29:31.944041
northcascadesnps	2259211667	2626	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-18 23:29:32.324100
